,date,ip,app_name,app_ver,isp,country,connection_type,default_language,counts,churn
0,2022-08-05,97.118.20.38,Aquarium TV,V_s5.1.9b,CenturyLink,US,Cable/DSL,English,1,Yes
1,2022-08-05,189.203.104.188,ADULTish,V_s5.1.9b,Totalplay,MX,Cable/DSL,English,1,Yes
2,2022-08-05,81.111.134.45,Aquarium TV,5.8.4,Virgin Media,GB,Cable/DSL,English,1,Yes
3,2022-08-05,36.68.10.202,Culture Forward TV,5.8.4,PT Telkom Indonesia,ID,Cable/DSL,English,1,Yes
4,2022-08-05,216.238.178.89,Aquarium TV,5.2.0,Auburn Essential Services,US,Cable/DSL,English,1,Yes
5,2022-08-18,213.186.149.21,Aquarium TV,5.2.0,Vodafone Turkey,TR,Cable/DSL,Türkçe,1,Yes
6,2022-08-18,51.37.211.101,Ento live Network,5.8.4,Vodafone Ireland,IE,Cable/DSL,English,2,No
7,2022-08-18,76.23.66.3,Aquarium TV,5.8.4,Comcast Cable,US,Cable/DSL,English,1,Yes
8,2022-08-18,173.81.171.253,Aquarium TV,5.8.4,Suddenlink Communications,US,Cable/DSL,English,1,Yes
9,2022-08-18,131.0.216.51,Classic Cartoons,5.8.4,Hughes Telecomunicacoes Do Brasil Ltda.,BR,Cable/DSL,English,1,Yes
10,2022-10-20,189.179.44.119,ADULTish,V_s5.2.0d,Telmex,MX,Cable/DSL,English,1,Yes
11,2022-10-20,191.37.83.127,Coffee Jazz,Vc5.1.3_s5.2.0d,Net One Telecom Ltda - Me,BR,Cable/DSL,English,1,Yes
12,2022-10-20,172.112.139.96,ADULTish,V_s5.2.0d,Spectrum,US,Cable/DSL,English,1,Yes
13,2022-10-20,82.46.184.217,Airport TV,5.2.1,Virgin Media,GB,Cable/DSL,English,1,Yes
14,2022-10-20,94.110.203.232,Aquarium TV,5.2.1,Orange Belgium,BE,Cable/DSL,Nederlands,1,Yes
15,2022-10-20,181.165.139.26,8K Landscapes,5.2.1,Personal,AR,Cable/DSL,español,1,Yes
16,2022-10-20,66.249.66.210,Channel Fight Masterclass,1.2.63,Googlebot,US,Corporate,English,3,No
17,2022-10-20,1.123.101.22,Aquarium TV,5.8.83,Telstra Internet,AU,Cable/DSL,English,1,Yes
18,2022-10-20,145.82.34.176,Bob the train,5.8.83,SaudiNet,SA,Cable/DSL,English,1,Yes
19,2022-10-20,69.160.114.13,Culture Forward TV,5.8.83,Digicel,JM,Cable/DSL,English,1,Yes
20,2022-10-07,2600:1005:b007:3126:fcf4:d6fe:9b2b:fca6,Relaxing Nature,5.2.1,Verizon Wireless,US,Cellular,English,1,Yes
21,2022-10-07,2804:14c:5b90:9006:f528:e433:bf30:9474,Relaxing Nature,5.2.1,Claro NET,BR,Cable/DSL,português,1,Yes
22,2022-10-07,62.107.3.229,Relaxing Nature,5.2.1,Stofa,DK,Cable/DSL,English,1,Yes
23,2022-10-07,176.23.107.183,Top Rated Movies,5.8.82,TDC Danmark,DK,Cable/DSL,English,1,Yes
24,2022-10-07,2.190.47.201,Scare TV,5.8.82,Information Technology Company (ITC),IR,Cable/DSL,English,1,Yes
25,2022-10-07,181.65.56.242,Scare TV,5.8.83,Telefonica del Peru,PE,Cable/DSL,English,1,Yes
26,2022-10-07,109.155.53.53,Level 33,5.8.82,BT,GB,Cable/DSL,English,1,Yes
27,2022-10-07,75.143.12.184,Wawkalak TV,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
28,2022-10-07,201.190.254.146,Marvel Comic Universe,5.8.82,Arlink,AR,Cable/DSL,English,1,Yes
29,2022-10-07,177.73.227.11,Relaxing Nature,5.8.82,Bit On Internet Provider Ltda.,BR,Cable/DSL,English,1,Yes
30,2022-10-07,189.127.35.97,Wow Kidz,5.8.82,Bit Informatica Ltda,BR,Cable/DSL,English,1,Yes
31,2022-10-07,186.249.142.251,Marvel Comic Universe,5.8.82,Desktop Sigmanet Comunicacao Multimidia SA,BR,Cable/DSL,English,1,Yes
32,2022-10-07,181.66.206.165,Marvel Comic Universe,5.8.82,Telefonica del Peru,PE,Cable/DSL,English,1,Yes
33,2022-10-07,186.227.185.52,Marvel Comic Universe,5.8.82,Veloster Internet Banda Larga,BR,Cable/DSL,English,1,Yes
34,2022-10-07,191.136.248.249,Marvel Comic Universe,5.8.82,LIVE TIM,BR,Cable/DSL,English,1,Yes
35,2022-09-14,143.177.121.141,Classic Reruns TV,5.8.4,T-Mobile Thuis,NL,Cable/DSL,English,1,Yes
36,2022-09-14,2001:16a2:eab8:9d00:dd56:3d9c:ee28:f455,Bob the train,5.1.8,SaudiNet,SA,Cable/DSL,العربية,1,Yes
37,2022-09-14,102.244.161.78,Bob the train,5.1.8,Orange Cameroun,CM,Cellular,français,1,Yes
38,2022-09-14,172.58.159.218,Aquarium TV,V_s5.2.0,T-Mobile USA,US,Cellular,English,1,Yes
39,2022-09-14,68.74.181.251,Aquarium TV,V_s5.2.0,AT&T U-verse,US,Cable/DSL,English,1,Yes
40,2022-09-14,98.25.10.109,Aquarium TV,V_s5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
41,2022-09-14,24.243.48.93,Aquarium TV,V_s5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
42,2022-09-14,71.90.231.196,ADULTish,V_s5.2.0,Spectrum,US,Cable/DSL,English,1,Yes
43,2022-09-14,89.75.87.142,8K Landscapes,5.2.1,UPC Polska,PL,Cable/DSL,polski,1,Yes
44,2022-09-14,189.217.96.31,8K Landscapes,5.2.1,izzi,MX,Cable/DSL,español,1,Yes
45,2022-09-14,141.237.213.142,COOLTOYS,5.8.82,Vodafone Greece,GR,Cable/DSL,English,1,Yes
46,2022-09-14,81.34.65.180,8K Landscapes,5.8.82,Telefonica de Espana,ES,Cable/DSL,English,1,Yes
47,2022-09-14,115.189.93.242,BLOOM Wellness Channel,5.8.82,Spark New Zealand,NZ,Cellular,English,1,Yes
48,2022-09-14,1.158.7.47,Classic Reruns TV,5.8.82,Telstra Internet,AU,Cable/DSL,English,1,Yes
49,2022-09-14,37.147.230.134,Coffee Jazz,5.8.82,Beeline Home,RU,Cable/DSL,English,1,Yes
50,2022-09-14,221.149.119.192,Bob the train,5.8.82,Korea Telecom,KR,Cable/DSL,English,1,Yes
51,2022-09-14,95.219.204.120,Bob the train,5.8.82,SaudiNet,SA,Cable/DSL,English,1,Yes
52,2022-09-25,45.160.97.16,Classic Cartoons,5.8.4,Top Master Telecom,BR,Cable/DSL,English,1,Yes
53,2022-09-25,190.115.182.106,Bob the train,5.1.8,NATCOM S.A,HT,Cellular,français,1,Yes
54,2022-09-25,177.228.102.250,ADULTish,V_s5.2.0b,Megacable,MX,Cable/DSL,English,1,Yes
55,2022-09-25,189.217.205.220,ADULTish,V_s5.2.0b,izzi,MX,Cable/DSL,English,1,Yes
56,2022-09-25,95.95.49.158,Airport TV,5.2.1,"Nos Comunicacoes, S.A.",PT,Cable/DSL,português,1,Yes
57,2022-09-25,83.250.193.165,Aquarium TV,5.2.1,Tele2 Sweden,SE,Cable/DSL,svenska,1,Yes
58,2022-09-25,142.118.2.84,8K Landscapes,5.2.1,Virgin Mobile DSL,CA,Cable/DSL,français,1,Yes
59,2022-09-25,181.66.157.229,Classic Reruns TV,5.8.82,Telefonica del Peru,PE,Cable/DSL,English,1,Yes
60,2022-09-25,104.191.24.161,Boxing Central with Al Bernstein,5.8.82,AT&T U-verse,US,Cable/DSL,English,1,Yes
61,2022-09-25,204.48.92.111,24 FLIX,1.2.63,Videotron Ltee,CA,Cellular,English,1,Yes
62,2022-10-07,92.255.133.213,8K Landscapes,5.2.1,ER-Telecom,RU,Cable/DSL,русский,1,Yes
63,2022-10-07,96.43.175.112,Bob the train,5.2.1,Flow,JM,Cellular,English,1,Yes
64,2022-10-07,31.0.71.36,Bob the train,5.2.1,Plus Poland,PL,Cellular,polski,1,Yes
65,2022-10-07,212.237.123.165,Bob the train,5.2.1,O3-Telecom,IQ,Cable/DSL,English,1,Yes
66,2022-10-07,195.142.162.59,8K Landscapes,5.2.1,Turkcell Superonline,TR,Cable/DSL,العربية,1,Yes
67,2022-10-07,2003:f1:7726:fc55:208b:b09f:eaa8:a449,8K Landscapes,5.2.1,Deutsche Telekom AG,DE,Cable/DSL,Deutsch,1,Yes
68,2022-10-07,5.193.4.80,Cool School,5.8.82,Etisalat,AE,Cable/DSL,English,1,Yes
69,2022-10-07,76.65.178.6,24 FLIX,1.2.63,Bell Canada,CA,Cable/DSL,English,1,Yes
70,2022-10-07,103.102.28.12,24 FLIX,5.8.82,Navkar Supertech Pvt,IN,Cable/DSL,English,1,Yes
71,2022-10-07,5.237.209.48,Aquarium TV,5.8.82,Iran Telecommunication Company PJS,IR,Cable/DSL,English,1,Yes
72,2022-10-07,86.42.182.23,Cool School,5.8.82,Eir Broadband,IE,Cable/DSL,English,1,Yes
73,2022-10-07,38.147.45.56,Channel Fight Masterclass,5.8.82,Public Service Data,US,Cable/DSL,English,1,Yes
74,2022-10-07,84.115.214.109,Aquarium TV,5.8.83,Magenta Telekom,AT,Cable/DSL,English,1,Yes
75,2022-10-07,98.51.7.48,ADULTish,5.8.82,Comcast Cable,US,Cable/DSL,English,1,Yes
76,2022-10-07,151.230.30.35,Aquarium TV,5.8.83,Sky Broadband,GB,Cable/DSL,English,1,Yes
77,2022-10-07,45.182.250.225,Classic Cartoons,5.8.82,Cabo Net Fibra,BR,Spectrum,English,1,Yes
154,2022-08-09,2001:16a2:c0b0:288e:49e:a319:343:4103,Bob the train,5.1.8,SaudiNet,SA,Cellular,العربية,1,Yes
155,2022-08-09,189.219.242.79,Bob the train,5.1.8,izzi,MX,Cable/DSL,español,1,Yes
156,2022-08-09,2404:3c00:b05f:c500:9c22:24be:497e:461f,Bob the train,5.1.8,Sky Cable,PH,Cable/DSL,English,2,No
157,2022-08-09,46.39.65.243,Bob the train,5.1.8,Satellite Ltd,UA,Cable/DSL,русский,3,No
158,2022-08-09,68.119.74.101,Dr SEC TV Network,V_s5.1.9b,Spectrum,US,Cable/DSL,English,1,Yes
159,2022-08-09,177.241.48.37,8K Landscapes,V_s5.1.9b,Megacable,MX,Cable/DSL,English,1,Yes
160,2022-08-09,172.254.82.122,Fashion TV,V_s5.1.9b,Spectrum Business,US,Corporate,English,2,No
161,2022-08-09,68.151.200.107,Fashion TV,V_s5.1.9b,Shaw Communications,CA,Cable/DSL,English,1,Yes
162,2022-08-09,168.227.163.69,ADULTish,V_s5.1.9b,Web Lacerda Provedor De Internet Ltda,BR,Cable/DSL,English,1,Yes
163,2022-08-09,64.92.8.188,Airport TV,5.2.0,Consolidated Communications,US,Cable/DSL,English,1,Yes
164,2022-08-09,185.106.28.62,Aquarium TV,5.2.0,O3-Telecom,IQ,Cable/DSL,العربية,1,Yes
165,2022-08-09,89.178.67.240,8K Landscapes,5.2.0,Beeline Home,RU,Cable/DSL,русский,1,Yes
166,2022-08-09,2a02:a44e:569c:1:4c8e:d8ae:ad9a:7d0b,Aquarium TV,5.2.0,KPN,NL,Cable/DSL,Nederlands,1,Yes
167,2022-08-09,102.141.34.76,Coffee Jazz,5.8.4,GVA-Canalbox,CG,Cable/DSL,English,1,Yes
168,2022-08-09,195.244.212.40,Channel Fight Masterclass,1.2.4,Gibtelecom Ltd.,GI,Cable/DSL,English,1,Yes
169,2022-08-09,175.136.67.247,Coffee Jazz,5.8.4,TM Net,MY,Cable/DSL,English,1,Yes
170,2022-08-09,95.159.22.230,Baby Hazel Nursery Rhymes,5.8.4,Syrian Telecom,SY,Cable/DSL,English,1,Yes
171,2022-08-09,190.6.202.126,Bob the train,5.8.4,Cablecolor S.A.,HN,Cable/DSL,English,1,Yes
172,2022-08-09,179.108.191.75,Classic Reruns TV,5.8.4,Estrelar Web Servicos de Internet LTDA,BR,Cable/DSL,English,1,Yes
173,2022-09-13,181.129.78.34,ADULTish,V_s5.2.0,Tigo Colombia,CO,Cable/DSL,English,1,Yes
174,2022-09-13,217.107.194.54,Aquarium TV,5.2.0,Zelenaya Tochka Belgorod LLC,RU,Cable/DSL,русский,1,Yes
175,2022-09-13,46.114.169.7,Classic Cartoons,5.8.82,O2 Deutschland,DE,Cellular,English,1,Yes
176,2022-09-13,86.178.211.177,Boxing Central with Al Bernstein,5.8.82,BT,GB,Cable/DSL,English,1,Yes
177,2022-08-07,191.243.132.201,Classic Reruns TV,5.8.4,Infosuporte Tecnologia em Infomatica Ltda.,BR,Cable/DSL,English,1,Yes
178,2022-08-07,50.64.176.70,Classic Reruns TV,5.1.8,Shaw Communications,CA,Cable/DSL,中文,1,Yes
179,2022-08-07,105.102.251.8,Bob the train,5.1.8,Algerie Telecom,DZ,Cable/DSL,français,1,Yes
180,2022-08-07,2601:2c5:8482:4750:51ff:4027:b8cc:5985,Bob the train,5.1.8,Comcast Cable,US,Cable/DSL,English,1,Yes
181,2022-08-07,2a02:8388:e102:6780:b1c2:dcbd:56d1:a0d8,Bob the train,5.1.8,Magenta Telekom,AT,Cable/DSL,العربية,1,Yes
182,2022-08-07,2603:6080:4000:e45:9862:78a:87f5:6fd6,Bob the train,5.1.8,Spectrum,US,Cable/DSL,español,1,Yes
183,2022-08-07,107.171.182.36,Aquarium TV,V_s5.1.9b,Videotron Ltee,CA,Cable/DSL,English,1,Yes
184,2022-08-07,187.152.66.160,ADULTish,V_s5.1.9b,Telmex,MX,Cable/DSL,English,1,Yes
185,2022-08-07,189.163.134.198,ADULTish,V_s5.1.9b,Telmex,MX,Cable/DSL,English,1,Yes
186,2022-08-07,156.203.93.232,Bob the train,5.8.4,Telecom Egypt,EG,Cable/DSL,English,1,Yes
187,2022-08-07,2601:282:300:2e90:155e:3ddf:15e3:d697,Aquarium TV,5.2.0,Comcast Cable,US,Cable/DSL,English,1,Yes
188,2022-08-07,178.66.241.78,Aquarium TV,5.2.0,Rostelecom,RU,Cable/DSL,русский,1,Yes
189,2022-08-07,212.112.126.185,Ento live Network,5.8.4,AKNET,KG,Cable/DSL,English,1,Yes
190,2022-08-07,94.66.223.162,24 FLIX,5.8.4,Cosmote,GR,Cable/DSL,English,1,Yes
191,2022-08-07,186.194.169.54,Classic Cartoons,5.8.4,Compunet Do Brasil Telecom Ltda,BR,Cable/DSL,English,1,Yes
192,2022-08-07,179.189.152.124,Classic Cartoons,5.8.4,Vetorial Internet,BR,Cable/DSL,English,1,Yes
193,2022-08-19,136.158.48.75,Bob the train,5.1.8,Converge,PH,Cable/DSL,English,1,Yes
194,2022-08-19,76.94.116.185,Aquarium TV,V_s5.1.9b,Spectrum,US,Cable/DSL,English,1,Yes
195,2022-08-19,187.40.248.102,Aquarium TV,V_s5.1.9b,Oi Velox,BR,Cable/DSL,English,1,Yes
196,2022-08-19,204.152.80.142,Aquarium TV,5.2.0,Digicel Saint Lucia,LC,Cable/DSL,English,1,Yes
197,2022-08-19,163.6.210.54,Aquarium TV,5.8.4,Utah Education Network,US,Cable/DSL,English,1,Yes
198,2022-10-08,2401:4900:2311:48ff:85d0:68cc:358e:8b7b,Aquarium TV,5.2.1,Airtel,IN,Cellular,English,1,Yes
199,2022-10-08,45.74.48.214,Aquarium TV,5.2.1,Voxility LLP,US,Corporate,English,1,Yes
200,2022-10-08,74.82.60.61,Channel Fight Masterclass,1.2.63,Hurricane Electric,US,Corporate,English,1,Yes
201,2022-10-08,41.142.12.92,Boxing Central with Al Bernstein,5.8.82,Maroc Telecom,MA,Cable/DSL,English,1,Yes
202,2022-10-08,84.227.116.106,Aquarium TV,5.8.83,Sunrise,CH,Cable/DSL,English,1,Yes
203,2022-10-08,213.230.82.46,Bob the train,5.8.83,Uztelecom,UZ,Cable/DSL,English,1,Yes
204,2022-10-08,66.78.82.140,Coffee Jazz,5.8.83,VMedia,CA,Cable/DSL,English,2,No
205,2022-10-08,49.197.140.104,Aquarium TV,5.8.83,Optus,AU,Cellular,English,1,Yes
206,2022-10-08,84.64.237.102,Bob the train,5.8.83,Vodafone UK,GB,Cable/DSL,English,1,Yes
207,2022-10-08,181.22.109.232,Classic Cartoons,5.8.82,Telefonica de Argentina,AR,Cable/DSL,English,1,Yes
208,2022-09-26,95.239.8.16,Bob the train,5.1.8,Telecom Italia,IT,Cable/DSL,italiano,1,Yes
209,2022-09-26,24.217.34.128,Aquarium TV,V_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
210,2022-09-26,181.52.14.225,8K Landscapes,V_s5.2.0b,Telmex Colombia S.A.,CO,Cable/DSL,English,1,Yes
211,2022-09-26,176.120.63.242,8K Landscapes,5.2.1,Langate Ltd,UA,Cable/DSL,українська,1,Yes
212,2022-09-26,188.233.136.15,8K Landscapes,5.2.1,ER-Telecom,RU,Cable/DSL,русский,1,Yes
213,2022-09-26,188.232.208.204,Aquarium TV,5.2.1,ER-Telecom,RU,Cable/DSL,русский,1,Yes
214,2022-09-26,2001:448a:11a3:1f13:d46:fec2:57f2:9ac4,Aquarium TV,5.2.1,PT Telkom Indonesia,ID,Cable/DSL,Indonesia,1,Yes
215,2022-09-26,82.181.17.119,Coffee Jazz,5.8.82,DNA Oyj,FI,Cable/DSL,English,1,Yes
216,2022-09-26,27.71.98.82,ADULTish,5.8.82,Viettel Group,VN,Cable/DSL,English,1,Yes
217,2022-09-26,14.237.86.227,Culture Forward TV,5.8.82,VNPT,VN,Cable/DSL,English,1,Yes
218,2022-09-26,110.93.84.137,Aquarium TV,5.8.82,Clear Path Networks,PH,Cable/DSL,English,1,Yes
219,2022-09-26,102.44.219.178,Aquarium TV,5.8.82,Telecom Egypt,EG,Cable/DSL,English,1,Yes
220,2022-09-26,92.98.178.169,Bob the train,5.8.82,Etisalat,AE,Cable/DSL,English,1,Yes
221,2022-09-26,2601:987:200:e2a0:494:ba7d:c058:43f6,24 FLIX,1.2.63,Comcast Cable,US,Cable/DSL,English,1,Yes
222,2022-09-26,189.97.152.56,Classic Cartoons,5.8.4,Vivo,BR,Cable/DSL,English,1,Yes
223,2022-09-14,181.25.6.17,Classic Cartoons,5.8.4,Telefonica de Argentina,AR,Cable/DSL,English,1,Yes
224,2022-09-14,45.237.22.11,Cool School,5.8.4,Nari Equipamentos De Comunicacao,BR,Cable/DSL,English,1,Yes
225,2022-09-14,95.12.123.24,Aquarium TV,5.2.1,Turk Telekom,TR,Cable/DSL,Türkçe,1,Yes
226,2022-09-14,2600:4041:6d:4100:25fe:4a1f:c614:51d2,Aquarium TV,5.2.0,Verizon Internet Services,US,Cable/DSL,English,1,Yes
227,2022-09-14,65.186.202.51,Aquarium TV,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
490,2022-09-25,213.200.31.217,Classic Cartoons,5.8.4,Magticom Ltd.,GE,Cable/DSL,English,1,Yes
491,2022-09-25,2603:90c8:1:95ef:98ca:1e6e:c336:fa4e,Dr SEC TV Network,5.1.6,Spectrum,US,Cable/DSL,English,1,Yes
492,2022-09-25,162.81.182.39,Dr SEC TV Network,5.1.6,Spectrum,US,Spectrum,English,1,Yes
493,2022-09-25,2600:387:f:4030::2,Bob the train,5.1.8,AT&T Wireless,US,Cellular,English,1,Yes
494,2022-09-25,2804:1b3:a7c1:f3e8:66c2:deff:fe3a:267c,Bob the train,5.1.8,Vivo,BR,Cable/DSL,português,2,No
495,2022-09-25,187.250.11.90,ADULTish,V_s5.2.0b,Telnor,MX,Cable/DSL,English,1,Yes
496,2022-09-25,186.96.5.230,ADULTish,V_s5.2.0b,Totalplay Telecomunicaciones,MX,Cable/DSL,English,1,Yes
497,2022-09-25,73.124.185.227,Aquarium TV,V_s5.2.0b,Comcast Cable,US,Cable/DSL,English,1,Yes
498,2022-09-25,187.190.208.147,ADULTish,V_s5.2.0b,Totalplay,MX,Cable/DSL,English,1,Yes
499,2022-09-25,173.180.143.1,ADULTish,V_s5.2.0b,TELUS,CA,Cable/DSL,English,1,Yes
500,2022-09-25,71.197.234.17,ADULTish,V_s5.2.0b,Comcast Cable,US,Cable/DSL,English,1,Yes
501,2022-09-25,73.248.135.175,Dr SEC TV Network,V_s5.2.0b,Comcast Cable,US,Cable/DSL,English,1,Yes
502,2022-09-25,95.91.240.43,Fashion TV,V_s5.2.0b,Vodafone Germany Cable,DE,Cable/DSL,English,1,Yes
503,2022-09-25,184.56.244.217,24 FLIX,Vc5.1.3_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
504,2022-09-25,196.119.54.148,8K Landscapes,5.2.1,Orange Morocco,MA,Cellular,العربية,1,Yes
505,2022-09-25,105.66.6.252,Aquarium TV,5.2.1,Inwi Mobile,MA,Cellular,français,2,No
506,2022-09-25,2806:230:3020:c145:d990:a544:d314:5c04,Aquarium TV,5.2.1,izzi,MX,Cable/DSL,español,1,Yes
507,2022-09-25,5.130.7.138,Coffee Jazz,5.8.82,Novotelecom Ltd,RU,Cable/DSL,English,1,Yes
508,2022-09-25,151.242.235.53,Ento live Network,5.8.82,Aria Shatel Company Ltd,IR,Cable/DSL,English,1,Yes
509,2022-09-25,79.240.109.165,24 FLIX,5.8.82,Deutsche Telekom AG,DE,Cable/DSL,English,1,Yes
510,2022-09-25,102.65.70.103,Cool School,5.8.82,Web-Africa-Networks,ZA,Cable/DSL,English,1,Yes
511,2022-09-25,1.251.190.68,Bama-Q,5.8.82,SK Broadband,KR,Cable/DSL,English,2,No
512,2022-10-19,24.231.79.249,Top 80s Hits,V_s5.2.0d,EastLink,CA,Cable/DSL,English,1,Yes
513,2022-10-19,2804:18:580f:3ff2:1:0:52d5:790b,United News,5.1.8,Vivo,BR,Cellular,português,1,Yes
514,2022-09-28,151.68.157.94,Cool School,5.8.4,Wind Tre,IT,Cellular,English,1,Yes
515,2022-09-28,36.71.142.161,Bob the train,5.1.8,PT Telkom Indonesia,ID,Cable/DSL,Indonesia,1,Yes
516,2022-09-28,154.125.58.238,Bob the train,5.1.8,Sonatel,SN,Cable/DSL,français,1,Yes
517,2022-09-28,217.64.109.97,Bob the train,5.1.8,Sotelmabgp,ML,Cable/DSL,français,1,Yes
518,2022-09-28,157.100.194.54,ADULTish,V_s5.2.0b,Netlife,EC,Cable/DSL,English,1,Yes
519,2022-09-28,72.77.38.86,Coffee Jazz,Vc5.1.3_s5.2.0b,Verizon Fios,US,Cable/DSL,English,1,Yes
520,2022-09-28,98.97.17.12,Aquarium TV,V_s5.2.0b,Starlink,US,Cable/DSL,English,1,Yes
521,2022-09-28,167.0.141.26,Coffee Jazz,Vc5.1.3_s5.2.0b,Movistar Colombia,CO,Cable/DSL,English,1,Yes
522,2022-09-28,162.154.77.68,Coffee Jazz,Vc5.1.3_s5.2.0b,Spectrum,US,Cable/DSL,English,1,Yes
523,2022-09-28,162.203.72.161,ADULTish,V_s5.2.0b,AT&T U-verse,US,Cable/DSL,English,1,Yes
524,2022-09-28,170.238.50.202,8K Landscapes,V_s5.2.0b,Infolog Ti,BR,Cable/DSL,English,1,Yes
525,2022-09-28,168.181.57.9,8K Landscapes,V_s5.2.0b,Speed Travel Comunicacao Multimidia Ltda - ME,BR,Cable/DSL,English,1,Yes
526,2022-09-28,190.237.22.174,Bob el Tren Español,5.2.1,Telefonica del Peru,PE,Cable/DSL,español,1,Yes
527,2022-09-28,45.224.140.164,Dr SEC TV Network,5.8.82,Nubicom S.r.l.,AR,Cable/DSL,English,1,Yes
528,2022-09-28,109.241.75.241,Aquarium TV,5.2.1,Vectra Broadband,PL,Cable/DSL,polski,1,Yes
529,2022-09-28,109.117.219.60,Baby Hazel Nursery Rhymes,5.8.82,Vodafone Italia DSL,IT,Cable/DSL,English,1,Yes
530,2022-09-28,70.112.111.22,Aquarium TV,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
531,2022-09-28,77.1.107.55,Boxing Central with Al Bernstein,5.8.82,O2 Deutschland,DE,Cable/DSL,English,2,No
532,2022-09-28,77.1.107.55,Boxing Central with Al Bernstein,5.8.82,O2 Deutschland,DE,Cable/DSL,English,2,No
533,2022-09-28,99.66.222.9,Aquarium TV,5.8.82,AT&T U-verse,US,Cable/DSL,English,1,Yes
534,2022-09-28,105.186.27.137,Cool School,5.8.82,Telkom Internet,ZA,Cable/DSL,English,1,Yes
535,2022-09-28,45.187.33.42,Classic Cartoons,5.8.4,Suprema Network Telecom LTDA,BR,Cable/DSL,English,1,Yes
536,2022-09-28,190.86.109.70,Classic Cartoons,5.8.4,Claro El Salvador,SV,Cable/DSL,English,1,Yes
537,2022-09-28,189.149.2.192,Coffee Jazz,Vc5.1.3_s5.2.0b,Telmex,MX,Cable/DSL,English,1,Yes
538,2022-09-28,84.33.182.105,24 FLIX,5.8.82,EOLO,IT,Cable/DSL,English,1,Yes
539,2022-09-28,76.33.72.112,Boxing Central with Al Bernstein,5.8.82,Spectrum,US,Cable/DSL,English,1,Yes
540,2022-09-10,122.59.41.222,Aquarium TV,5.2.0,Spark New Zealand,NZ,Cable/DSL,English,1,Yes
541,2022-09-10,64.188.156.46,Dr SEC TV Network,V_s5.2.0,Zito Media,US,Cable/DSL,English,1,Yes
542,2022-09-10,181.44.129.18,Classic Reruns TV,5.8.4,TeleCentro,AR,Cable/DSL,English,1,Yes
543,2022-09-10,2600:1700:3c70:32f0:74ac:4893:f1:57be,Dr SEC TV Network,5.1.6,AT&T U-verse,US,Cable/DSL,English,1,Yes
544,2022-09-10,2601:ca:8501:a460:798f:7517:69ba:e4ca,Dr SEC TV Network,5.1.6,Comcast Cable,US,Cable/DSL,English,1,Yes
545,2022-09-10,75.212.83.43,Dr SEC TV Network,5.1.6,Verizon Wireless,US,Cable/DSL,English,1,Yes
546,2022-09-10,47.198.68.169,Aquarium TV,V_s5.2.0,Frontier Communications,US,Cable/DSL,English,1,Yes
547,2022-08-09,97.112.72.208,Free Classic Movies,V_s5.1.9b,CenturyLink,US,Cable/DSL,English,1,Yes
548,2022-08-09,75.186.143.109,The Live Train Channel,Vc5.1.2_s5.1.9b,Spectrum,US,Cable/DSL,English,1,Yes
549,2022-08-09,79.56.253.67,FashionTV+,5.2.0,Telecom Italia,IT,Cable/DSL,italiano,1,Yes
550,2022-08-09,2401:4900:1f2c:4bcb:55db:cef1:b26d:d480,FashionTV+,5.2.0,Airtel,IN,Cable/DSL,English,1,Yes
551,2022-08-09,103.231.228.94,FashionTV+,5.2.0,BD Networks,BD,Cable/DSL,English,1,Yes
552,2022-10-05,181.233.113.190,Bob the train,5.1.8,Net2you Network Ltda,BR,Cable/DSL,português,1,Yes
553,2022-10-05,70.93.247.58,Coffee Jazz,Vc5.1.3_s5.2.0c,Spectrum,US,Cable/DSL,English,1,Yes
554,2022-10-05,32.221.140.166,Coffee Jazz,Vc5.1.3_s5.2.0c,Frontier Communications,US,Cable/DSL,English,2,No
555,2022-10-05,187.204.200.249,ADULTish,V_s5.2.0c,Telmex,MX,Cable/DSL,English,1,Yes
556,2022-10-05,76.104.107.1,Coffee Jazz,Vc5.1.3_s5.2.0c,Comcast Cable,US,Cable/DSL,English,1,Yes
557,2022-10-05,45.167.53.181,ADULTish,V_s5.2.0c,Turbo Network Serv De Comun E Multimidia,BR,Cable/DSL,English,1,Yes
558,2022-10-05,68.35.140.147,Coffee Jazz,Vc5.1.3_s5.2.0c,Comcast Cable,US,Cable/DSL,English,1,Yes
559,2022-10-05,88.223.111.239,Aquarium TV,5.2.1,UAB INIT,LT,Cable/DSL,русский,1,Yes
560,2022-10-05,187.188.246.139,Dog on TV,5.2.1,Totalplay,MX,Cable/DSL,español,1,Yes
561,2022-10-05,2a01:5a8:102:6b75:d652:5422:a65f:55a,Aquarium TV,5.2.1,Vivacom,BG,Cellular,български,1,Yes
562,2022-10-05,2003:d4:8f00:1d00:883c:a9a0:89b9:3cf5,Bob the train,5.2.1,Deutsche Telekom AG,DE,Cable/DSL,Deutsch,1,Yes
